timestamp,suite,run_name,replicate,seed,config_file,modules,data_profile,input_root,output_dir,log_file,status,error_message
2025-11-27T03:43:14,uncertainty,ua_random_003,2,42001,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",preprocessed,data/raw,outputs/uncertainty/ua_random_003/rep_002,scratch/uncertainty/ua_random_003/rep_002.log,success,
2025-11-27T04:16:49,uncertainty,ua_random_003,3,42002,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",preprocessed,data/raw,outputs/uncertainty/ua_random_003/rep_003,scratch/uncertainty/ua_random_003/rep_003.log,success,
2025-11-27T04:48:40,uncertainty,ua_random_003,4,42003,workspace/uncertainty/config/generated/ua_random_003.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",preprocessed,data/raw,outputs/uncertainty/ua_random_003/rep_004,scratch/uncertainty/ua_random_003/rep_004.log,success,
2025-11-27T13:43:35,uncertainty,ua_random_001,1,42000,workspace/uncertainty/config/generated/ua_random_001.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_001/rep_001,scratch/uncertainty/ua_random_001/rep_001.log,success,
2025-11-27T14:38:06,uncertainty,ua_random_001,1,42000,workspace/uncertainty/config/generated/ua_random_001.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_001/rep_001,scratch/uncertainty/ua_random_001/rep_001.log,success,
2025-11-27T15:05:29,uncertainty,ua_random_001,2,42001,workspace/uncertainty/config/generated/ua_random_001.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_001/rep_002,scratch/uncertainty/ua_random_001/rep_002.log,success,
2025-11-27T15:33:35,uncertainty,ua_random_001,3,42002,workspace/uncertainty/config/generated/ua_random_001.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_001/rep_003,scratch/uncertainty/ua_random_001/rep_003.log,success,
2025-11-27T16:03:12,uncertainty,ua_random_001,4,42003,workspace/uncertainty/config/generated/ua_random_001.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_001/rep_004,scratch/uncertainty/ua_random_001/rep_004.log,success,
2025-11-27T16:36:13,uncertainty,ua_random_002,1,42000,workspace/uncertainty/config/generated/ua_random_002.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_002/rep_001,scratch/uncertainty/ua_random_002/rep_001.log,success,
2025-11-27T17:07:02,uncertainty,ua_random_002,2,42001,workspace/uncertainty/config/generated/ua_random_002.yaml,"anthroDisturbance_DataPrep,potentialResourcesNT_DataPrep,anthroDisturbance_Generator",raw,data/raw,outputs/uncertainty/ua_random_002/rep_002,scratch/uncertainty/ua_random_002/rep_002.log,success,
