metric_id,sector,year,friendly,unit,base_n,base_median,base_p05,base_p95,base_cv,base_iqr,random_n_designs,random_median,random_p05,random_p95,random_shift_pct,sitesel_n_designs,sitesel_median,sitesel_p05,sitesel_p95,sitesel_shift_pct
total_interval_new_area_km2,NA,2031,Total interval new area (2011-2031 increment),km^2,9,159.46201826897865,157.21754902595873,161.63246673059052,0.013642892326282708,4.324249340234303,8,137.80001546969345,133.9849407532771,139.42016176063942,-13.584427837070262,4,137.01426435510032,137.01426435510032,137.01426435510032,-14.077179103561654
sector_current_total_area_km2,forestry_cutblocks,2031,Forestry cutblocks total area (2031),km^2,9,246.12926770158165,246.12926770158165,246.12926770158165,0,0,8,246.12926770158165,246.12926770158165,246.12926770158165,0,4,246.12926770158165,246.12926770158165,246.12926770158165,0
sector_current_total_area_km2,settlements_settlements,2031,Settlements total area (2031),km^2,9,60.4754174060724,60.4754174060724,60.4754174060724,0,0,8,19.156779220270888,12.315393437017516,21.8657905269403,-68.32303100673212,4,17.847845546759373,17.847845546759373,17.847845546759373,-70.48743718969808
sector_current_total_length_km,oilGas_seismicLines,2031,Oil & gas seismic line length (2031),km,9,10749.949358832722,10723.47489635291,10766.153094724072,0.00161119069264946,30.566613448896533,8,10925.474384639569,8955.711654255654,11803.28576704358,1.6327986295361079,4,12423.40763607661,11943.347546312792,12913.555295927526,15.567127075523263
